Company Name,Ticker,Market Cap (mil),Sector,Industry
"Reliability","RLBY","14.79","Computer and Technology","Electronics - Measuring Instruments"
"Radiant Logistics","RLGT","332.94","Transportation","Transportation - Air Freight and Cargo"
"RLI","RLI","5617.24","Finance","Insurance - Property and Casualty"
"RLJ Lodging Trust","RLJ","1210.19","Finance","REIT and Equity Trust - Other"
"Relmada Therapeutics","RLMD","312.4","Medical","Medical - Drugs"
"RLX Technology","RLX","3801.31","Consumer Discretionary","Consumer Products - Discretionary"
"Rallybio","RLYB","30.78","Medical","Medical - Biomedical and Genetics"
"Regional Management","RM","299.1","Finance","Financial - Consumer Loans"
"REMAX","RMAX","128.96","Finance","Real Estate - Operations"
"Richmond Mutual Bancorporation","RMBI","146.98","Finance","Banks - Northeast"
"Rambus","RMBS","10624.93","Computer and Technology","Electronics - Semiconductors"
"Rocky Mountain Chocolate Factory","RMCF","22.31","Retail-Wholesale","Retail - Restaurants"
"Royalty Management Holding Corporation","RMCO","59.05","Finance","Financial - Investment Management"
"ResMed","RMD","36657.06","Medical","Medical - Products"
"Retrieve Medical Holdings, Inc.","RMHI","65.05","Medical","Medical Info Systems"
"Rimini Street","RMNI","307.07","Computer and Technology","Internet - Software"
"The RMR Group","RMR","524.2","Finance","Real Estate - Operations"
"Real Messenger Corporation","RMSG","5.78","Business Services","Technology Services"
"ROYCE OTC MICRO","RMT","644.26","Finance","Financial - Investment Funds"
"Rockwell Medical","RMTI","37.02","Medical","Medical - Products"
"Ramsay Health Care Ltd. Unsponsored ADR","RMYHY","6278.57","Medical","Medical Services"
"Avidity Biosciences","RNA","11287.14","Medical","Medical - Biomedical and Genetics"
"Cartesian Therapeutics, Inc.","RNAC","196.33","Medical","Medical - Biomedical and Genetics"
"TransCode Therapeutics","RNAZ","9.08","Medical","Medical - Drugs"
"Ringcentral","RNG","3046.21","Computer and Technology","Internet - Software and Services"
"Range Impact, Inc.","RNGE","17.34","Conglomerates","Diversified Operations"
"Ranger Energy Services","RNGR","372.84","Oils-Energy","Oil and Gas - Field Services"
"Range Capital Acquisition Corp II","RNGT","313.27","Unclassified","Unclassified"
"RENAULT","RNLSY","11267.02","Auto-Tires-Trucks","Automotive - Foreign"
"Renalytix plc - Sponsored ADR","RNLXY","21.85","Medical","Medical Info Systems"
"Rheinmetall AG Unsponsored ADR","RNMBY","93328.9","Aerospace","Aerospace - Defense Equipment"
"RenaissanceRe","RNR","13273.25","Finance","Insurance - Property and Casualty"
"RENISHAW PLC 20","RNSHF","3758.69","Business Services","Technology Services"
"Renasant","RNST","3704.88","Finance","Banks - Southeast"
"Rein Therapeutics Inc.","RNTX","32.86","Medical","Medical - Biomedical and Genetics"
"Rennova Health","RNVA","4.31","Medical","Medical Info Systems"
"ReNew Energy Global","RNW","2002.49","Oils-Energy","Alternative Energy - Other"
"Renewal Fuels","RNWF","63.53","Oils-Energy","Biofuels"
"RenovoRx","RNXT","33.06","Medical","Medical - Biomedical and Genetics"
"Construction Partners","ROAD","7848.86","Construction","Building Products - Miscellaneous"
"Gibraltar Industries","ROCK","1500.47","Construction","Building Products - Miscellaneous"
"Rogers","ROG","1929.31","Computer and Technology","Electronics - Miscellaneous Components"
"Rohm Co.","ROHCY","7168.76","Computer and Technology","Electronics - Semiconductors"
"Montes Archimedes Acquisition","ROIV","20225.71","Medical","Medical - Biomedical and Genetics"
"Rockwell Automation","ROK","45538.66","Computer and Technology","Electronics - Miscellaneous Products"
"Roku","ROKU","12926.47","Consumer Discretionary","Broadcast Radio and Television"
"Rollins","ROL","29110.89","Business Services","Building Products - Maintenance Service"
"","ROLR","45.85","Consumer Discretionary","Gaming"
"Roma Green Finance Limited","ROMA","40.47","Finance","Financial - Miscellaneous Services"
"Root","ROOT","896.57","Finance","Insurance - Property and Casualty"
"Roper Technologies","ROP","36349.16","Computer and Technology","Computers - IT Services"
"Ross Stores","ROST","64866.88","Retail-Wholesale","Retail - Discount Stores"
"Royale Energy","ROYL","4.83","Oils-Energy","Oil and Gas - Drilling"
"Royal Mail","ROYMY","4051.48","Transportation","Transportation - Services"
"Repay","RPAY","264.91","Business Services","Financial Transaction Services"
"Ridgepost Capital, Inc.","RPC","915.33","Finance","Financial - Miscellaneous Services"
"Rapid7","RPD","403.27","Computer and Technology","Internet - Software"
"Republic Power Group Limited","RPGL","5.57","Computer and Technology","Internet - Software"
"Rapid Micro Biosystems","RPID","183.05","Medical","Medical - Instruments"
"RPM International","RPM","14901.61","Basic Materials","Chemical - Specialty"
"Virtual Piggy","RPMT","42.52","Computer and Technology","Internet - Software"
"Royalty Pharma","RPRX","26189.3","Medical","Medical - Biomedical and Genetics"
"RITHM PROPERTY","RPT","107.51","Finance","REIT and Equity Trust - Residential"
"Richtech Robotics Inc.","RR","552.8","Business Services","Technology Services"
"Red River Bancshares","RRBI","581.11","Finance","Banks - Southwest"
"Range Resources","RRC","9129.14","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Red Robin Gourmet Burgers","RRGB","66.83","Retail-Wholesale","Retail - Restaurants"
"Red Rock Resorts","RRR","6539.74","Consumer Discretionary","Gaming"
"Roadrunner Transportation Systems","RRTS","111.48","Transportation","Transportation - Truck"
"REGAL REXNORD","RRX","14875.29","Industrial Products","Manufacturing - General Industrial "
"Reliance, Inc.","RS","16580.72","Basic Materials","Mining - Miscellaneous"
"RESAAS Services","RSASF","28.33","Computer and Technology","Internet - Software"
"Choose Rain","RSAU","5.85","Consumer Staples","Beverages - Alcohol"
"Republic Services","RSG","68165.61","Business Services","Waste Removal Services"
"Rush Street Interactive","RSI","4317.55","Consumer Discretionary","Gaming"
"Riskified","RSKD","712.54","Computer and Technology","Internet - Software"
"RISKGEORGE IN","RSKIA","86.35","Computer and Technology","Electronics - Miscellaneous Components"
"Invesco S&P 500 Equal Weight ETF","RSP","89320.98","Finance","Financial - Investment Funds"
"Cortex Pharmaceuticals","RSPI","1.71","Medical","Medical - Biomedical and Genetics"
"Research Solutions","RSSS","79.96","Industrial Products","Commercial Printing"
"Reservoir Media","RSVR","491.35","Consumer Discretionary","Media Conglomerates"
"Renatus Tactical Acquisition Corp I","RTAC","253.57","Unclassified","Unclassified"
"VanEck Retail ETF","RTH","265.64","Finance","Financial - Investment Funds"
"Rentokil Initial","RTO","15494.73","Business Services","Business - Services"
"RTX Corporation","RTX","266390.41","Aerospace","Aerospace - Defense"
"RUMBLE INC","RUM","2487.41","Computer and Technology","Internet - Software"
"Sunrun","RUN","4664.04","Oils-Energy","Solar"
"Rush Enterprises","RUSHA","5671.65","Retail-Wholesale","Automotive - Retail and Whole Sales"
"Rush Enterprises","RUSHB","5149.81","Retail-Wholesale","Automotive - Retail and Whole Sales"
"Revolve Group","RVLV","1847.56","Consumer Discretionary","Textile - Apparel"
"Revolution Medicines","RVMD","20265.72","Medical","Medical - Biomedical and Genetics"
"Reviva Pharmaceuticals","RVPH","26.45","Medical","Medical - Drugs"
"Riverview Bancorp","RVSB","110.6","Finance","Financial - Savings and Loan"
"Rail Vision","RVSN","16.27","Transportation","Transportation - Rail"
"Royce Small-Cap Trust, Inc.","RVT","2205.94","Finance","Financial - Investment Funds"
"Revvity, Inc.","RVTY","11067.73","Medical","Medical Services"
"RYVYL INC","RVYL","7.61","Business Services","Financial Transaction Services"
"Runway Growth Finance Corp.","RWAY","292.69","Finance","Financial - SBIC & Commercial Industry"
"RWE AG","RWEOY","45307.39","Utilities","Utility - Electric Power"
"Redwood Trust","RWT","757.56","Finance","REIT and Equity Trust"
"Rand Worldwide","RWWI","546.14","Computer and Technology","Computer - Software"
"State Street SPDR Dow Jones International Real Estate ETF","RWX","306.99","Finance","Financial - Investment Funds"
"","RXO","2436.64","Transportation","Transportation - Services"
"Recursion Pharmaceuticals","RXRX","1835.03","Medical","Medical - Biomedical and Genetics"
"RxSight","RXST","367.58","Medical","Medical - Instruments"
"Rackspace Technology","RXT","355.64","Business Services","Technology Services"
"Royal Bank Of Canada","RY","238517.97","Finance","Banks - Foreign"
"Ryanair","RYAAY","34383.07","Transportation","Transportation - Airline"
"Rayonier Advanced Materials","RYAM","480.43","Basic Materials","Paper and Related Products"
"Ryan Specialty Holdings Inc.","RYAN","10266.41","Finance","Insurance - Brokerage"
"RollsRoyce","RYCEY","151045.23","Aerospace","Aerospace - Defense Equipment"
"Ryde Group Ltd.","RYDE","7.58","Business Services","Technology Services"
"Ruanyun Edai Technology Inc","RYET","33.39","Business Services","Technology Services"
"Ryohin Keikaku Co. Ltd.","RYKKY","12915.88","Consumer Staples","Consumer Products - Staples"
"RYTHM, Inc.","RYM","37.05","Business Services","Technology Services"
"Rayonier","RYN","3473.88","Construction","Building Products - Wood"
"rYojbaba Co., Ltd.","RYOJ","29.2","Business Services","Business - Services"
"Rhythm Pharmaceuticals","RYTM","6583.51","Medical","Medical - Biomedical and Genetics"
"Ryerson","RYZ","877.13","Industrial Products","Metal Products - Distribution"
"Rezolute","RZLT","345.47","Medical","Medical - Biomedical and Genetics"
"Rezolve AI PLC","RZLV","797.1","Business Services","Technology Services"
"SentinelOne","S","4336.73","Computer and Technology","Security"
"Seabridge Gold","SA","4006.44","Basic Materials","Mining - Gold"
"Saab AB - Unsponsored ADR","SAABY","39106.9","Aerospace","Aerospace - Defense Equipment"
"Saba Capital Income & Opportunities Fund II","SABA","230","Finance","Financial - Investment Funds"
"South Atlantic Bancshares","SABK","167.94","Finance","Banks - Southeast"
"Sabre","SABR","323.09","Computer and Technology","Internet - Software and Services"
"SAB Biotherapeutics","SABS","178.05","Medical","Medical - Biomedical and Genetics"
"Safeguard Acquisition Corp.","SAC","312.73","Unclassified","Unclassified"
"Sachem Capital","SACH","48.17","Finance","Financial - Miscellaneous Services"
"Spree Acquisition 1","SACQF","78.58","Business Services","Business - Services"
"SAFEHOLD INC","SAFE","1140.93","Finance","REIT and Equity Trust - Residential"
"Safran","SAFRY","168559.42","Aerospace","Aerospace - Defense"
"Safety Insurance Group","SAFT","1153.4","Finance","Insurance - Property and Casualty"
"XCF Global Capital, Inc.","SAFX","34.14","Transportation","Transportation - Airline"
"SAGTEC GLOBAL LIMITED","SAGT","27.16","Computer and Technology","Internet - Software"
"Sonic Automotive","SAH","2147.75","Retail-Wholesale","Automotive - Retail and Whole Sales"
"Saia","SAIA","10698.62","Transportation","Transportation - Truck"
"Science Applications International","SAIC","3952.26","Computer and Technology","Computers - IT Services"
"SAIHEAT Limited","SAIH","11.2","Business Services","Technology Services"
"SailPoint, Inc. ","SAIL","7368.53","Computer and Technology","Internet - Software"
"Salem Media Group","SALM","13.29","Consumer Discretionary","Broadcast Radio and Television"
"The Boston Beer Company","SAM","2424.25","Consumer Staples","Beverages - Alcohol"
"Silvercrest Asset Management Group","SAMG","186.39","Finance","Financial - Investment Management"
"Banco Santander","SAN","186215.44","Finance","Banks - Foreign"
"Sana Biotechnology","SANA","1126.73","Medical","Medical - Biomedical and Genetics"
"Sangoma Technologies Corporation","SANG","153.08","Computer and Technology","Internet - Software"
"Sanmina","SANM","8636.86","Computer and Technology","Electronics - Manufacturing Services"
"SAP","SAP","241351.94","Computer and Technology","Computer - Software"
"Saipem","SAPMF","7772.7","Oils-Energy","Oil and Gas - Drilling"
"Saratoga Investment Corp","SAR","374.98","Finance","Financial - SBIC & Commercial Industry"
"StandardAero, Inc.","SARO","10649.47","Aerospace","Aerospace - Defense"
"SATELLOGIC INC","SATL","437.56","Computer and Technology","Satellite and Communication"
"EchoStar","SATS","30739.43","Computer and Technology","Satellite and Communication"
"Cassava Sciences","SAVA","118.35","Medical","Medical - Drugs"
"Sampo","SAXPY","115415.63","Finance","Insurance - Property and Casualty"
"Safe Bulkers","SB","649.78","Transportation","Transportation - Shipping"
"SBA Communications","SBAC","21479.85","Finance","REIT and Equity Trust - Other"
"SBC Medical Group Holdings Incorporated","SBC","400.05","Medical","Medical Services"
"Seacoast Banking Corp. of Florida","SBCF","3166.7","Finance","Banks - Southeast"
"Solo Brands","SBDS","16.06","Consumer Discretionary","Leisure and Recreation Products"
"Sharplink Inc","SBET","1288.34","Finance","Financial - Miscellaneous Services"
"Splash Beverage Group","SBEV","1.23","Consumer Staples","Beverages - Alcohol"
"SB Financial Group","SBFG","131.07","Finance","Banks - Northeast"
"Sunshine Biopharma, Inc.","SBFM","5.74","Medical","Medical - Biomedical and Genetics"
"Sinclair, Inc.","SBGI","979.75","Consumer Discretionary","Media Conglomerates"
"Schneider Electric","SBGSY","179975.66","Industrial Products","Manufacturing - Electronics"
"Sally Beauty","SBH","1567.66","Retail-Wholesale","Retail - Miscellaneous"
"SBI","SBHGF","6841.88","Finance","Financial - Investment Bank"
"Star Bulk Carriers","SBLK","2973.69","Transportation","Transportation - Shipping"
"StableX Technologies Inc","SBLX","3.45","Business Services","Technology Services"
"Sino Biopharmaceutical","SBMFF","15757.13","Medical","Medical - Biomedical and Genetics"
"Sabine Royalty Trust","SBR","1022.89","Oils-Energy","Oil and Gas - Royalty Trust - United States"
"Sabra Healthcare REIT","SBRA","5171.51","Finance","REIT and Equity Trust - Other"
"Companhia de saneamento Basico Do Estado De Sao Paulo  Sabesp","SBS","20992.62","Utilities","Utility - Water Supply"
"Southside Bancshares","SBSI","947.08","Finance","Banks - Southwest"
"Sibanye Gold Limited","SBSW","11371.77","Basic Materials","Mining - Miscellaneous"
"Starbucks","SBUX","109953.84","Retail-Wholesale","Retail - Restaurants"
"SilverBox Corp IV","SBXD","272.11","Unclassified","Unclassified"
"SilverBox Corp V","SBXE","299.53","Unclassified","Unclassified"
"Scage Future - Unsponsored ADR","SCAG","130.7","Auto-Tires-Trucks","Automotive - Original Equipment"
"Standard Chartered","SCBFF","55307.35","Finance","Banks - Foreign"
"Southern Copper","SCCO","171120.7","Basic Materials","Mining - Non Ferrous"
"Societe Generale Group","SCGLY","67256.67","Finance","Banks - Foreign"
"Scholastic","SCHL","836.01","Consumer Staples","Publishing - Books"
"Charles Schwab","SCHW","165468.36","Finance","Financial - Investment Bank"
"Service Corporation International","SCI","11224.21","Consumer Staples","Funeral Services"
"SCI Engineered Materials","SCIA","22.78","Computer and Technology","Electronics - Semiconductors"
"Socket Mobile","SCKT","7.86","Computer and Technology","Computer - Peripheral Equipment"
"Stepan","SCL","1187.72","Basic Materials","Chemical - Diversified "
"Canyon Copper","SCLTF","2.02","Basic Materials","Mining - Miscellaneous"
"Scilex Holding Company","SCLX","69.29","Medical","Medical - Biomedical and Genetics"
"Stellus Capital Investment","SCM","302.5","Finance","Financial - SBIC & Commercial Industry"
